Date,Weather,Year,Month,Hour,Holiday,Normalized_Temperature,Normalized_Feeling_Temperature,Normalized_Humidity,Windspeed,Count_of_Casual_Users,Count_of_Registered_Users,Count_of_Rented_Bikes
02/03/14,"Clear, Few clouds, Partly cloudy",2014,3,7,0,0.30625,0.341077778,0.706741573,0.005617978,4,259,263
29/08/13,"Clear, Few clouds, Partly cloudy",2013,8,22,0,0.622916667,0.623422222,0.572247191,0.141041573,23,119,142
08/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,11,0,0.646666667,0.562822222,0.944494382,0.231765169,16,83,99
15/08/13,"Clear, Few clouds, Partly cloudy",2013,8,8,0,0.644583333,0.598677778,0.788988764,0.336265169,29,327,356
02/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,5,0,0.265416667,0.308555556,0.937865169,0.003370787,1,7,8
04/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,6,0,0.392083333,0.400566667,0.878988764,0.094094382,2,65,67
20/04/13,"Clear, Few clouds, Partly cloudy",2013,4,18,0,0.746666667,0.655388889,0.31011236,0.362694382,56,386,442
10/11/14,"Clear, Few clouds, Partly cloudy",2014,11,2,0,0.32375,0.360722222,0.818988764,0.005617978,2,42,44
25/12/13,"Clear, Few clouds, Partly cloudy",2013,12,15,0,0.348333333,0.344411111,0.621235955,0.202988764,43,48,91
23/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,22,0,0.700416667,0.671144444,0.748988764,0.226147191,23,139,162
30/04/13,"Clear, Few clouds, Partly cloudy",2013,4,10,0,0.484166667,0.478588889,0.448988764,0.390347191,94,186,280
24/02/14,"Clear, Few clouds, Partly cloudy",2014,2,20,0,0.440833333,0.447733333,0.623370787,0.425765169,8,159,167
28/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,18,0,0.660833333,0.621655556,0.837865169,0.258194382,65,459,524
26/07/13,"Clear, Few clouds, Partly cloudy",2013,7,7,0,0.725833333,0.694022222,0.667865169,0.292588764,30,289,319
31/07/14,"Clear, Few clouds, Partly cloudy",2014,7,5,0,0.671666667,0.6211,0.832247191,0.173188764,5,40,45
31/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,0,0,0.307083333,0.329311111,0.814494382,0.111241573,0,16,16
02/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,9,0,0.24625,0.2726,0.941235955,0.095217978,4,120,124
28/07/14,"Clear, Few clouds, Partly cloudy",2014,7,18,0,0.825,0.751844444,0.436741573,0.29371236,151,331,482
29/07/13,"Clear, Few clouds, Partly cloudy",2013,7,9,0,0.860833333,0.814111111,0.473370787,0.254823596,28,151,179
25/06/13,"Clear, Few clouds, Partly cloudy",2013,6,22,0,0.680833333,0.6464,0.475617978,0.194,61,127,188
11/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,17,0,0.742916667,0.686244444,0.584494382,0.17431236,147,191,338
18/03/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,3,15,0,0.690416667,0.638622222,0.39,0.363817978,62,112,174
16/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,1,0,0.426666667,0.431977778,0.83011236,0.330647191,4,22,26
05/05/13,"Clear, Few clouds, Partly cloudy",2013,5,22,0,0.487083333,0.475255556,0.393370787,0.200741573,30,135,165
26/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,0,0,0.629166667,0.551611111,0.947865169,0.005617978,6,23,29
28/03/13,"Clear, Few clouds, Partly cloudy",2013,3,8,0,0.208333333,0.202,0.341123596,0.228394382,15,240,255
30/07/13,"Clear, Few clouds, Partly cloudy",2013,7,17,0,0.903333333,0.793455556,0.301235955,0.106747191,93,209,302
15/10/13,"Clear, Few clouds, Partly cloudy",2013,10,17,0,0.583333333,0.5555,0.327865169,0.286970787,177,265,442
07/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,15,0,0.21,0.2221,0.371123596,0.173188764,9,64,73
22/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,8,0,0.122916667,0.130644444,0.804494382,0.264935955,7,108,115
17/08/14,"Clear, Few clouds, Partly cloudy",2014,8,1,0,0.66875,0.249066667,0.658988764,0.11461236,16,39,55
04/08/14,"Clear, Few clouds, Partly cloudy",2014,8,10,0,0.820416667,0.776588889,0.576741573,0.197370787,108,289,397
11/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,20,0,0.1675,0.133977778,0.433370787,0.555570787,1,62,63
08/12/13,"Clear, Few clouds, Partly cloudy",2013,12,12,0,0.2825,0.272044444,0.521123596,0.334017978,8,149,157
04/02/14,"Clear, Few clouds, Partly cloudy",2014,2,6,0,0.230416667,0.234522222,0.872247191,0.141041573,1,4,5
24/08/13,"Clear, Few clouds, Partly cloudy",2013,8,3,0,0.583333333,0.551055556,0.69011236,0.143288764,0,2,2
25/05/14,"Clear, Few clouds, Partly cloudy",2014,5,10,0,0.686666667,0.645844444,0.801235955,0.1642,69,164,233
30/04/14,"Clear, Few clouds, Partly cloudy",2014,4,3,0,0.40875,0.412433333,0.771235955,0.169817978,0,5,5
19/06/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,6,6,0,0.607083333,0.584688889,0.788988764,0.105623596,9,152,161
29/05/13,"Clear, Few clouds, Partly cloudy",2013,5,3,0,0.631666667,0.567822222,0.89011236,0.115735955,2,24,26
30/01/13,"Clear, Few clouds, Partly cloudy",2013,1,11,0,0.228333333,0.289366667,0.753370787,0.001123596,9,51,60
16/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,8,0,0.465416667,0.458944444,0.951235955,0.007865169,9,223,232
11/09/14,"Clear, Few clouds, Partly cloudy",2014,9,12,0,0.649583333,0.621755556,0.336741573,0.01011236,62,254,316
30/10/13,"Clear, Few clouds, Partly cloudy",2013,10,22,0,0.307083333,0.349411111,0.757865169,0.007865169,13,59,72
09/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,9,0,0.221666667,0.283255556,0.648988764,0.001123596,9,188,197
12/07/14,"Clear, Few clouds, Partly cloudy",2014,7,9,0,0.727916667,0.682255556,0.581123596,0.106747191,42,286,328
09/01/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,1,16,0,0.227916667,0.263155556,0.876741573,0.094094382,3,46,49
24/06/13,"Clear, Few clouds, Partly cloudy",2013,6,10,0,0.800833333,0.729522222,0.436741573,0.292588764,43,103,146
27/12/13,"Clear, Few clouds, Partly cloudy",2013,12,22,0,0.331666667,0.341633333,0.873370787,0.091847191,3,29,32
11/01/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,1,23,0,0.1725,0.200888889,0.935617978,0.097465169,1,19,20
31/05/13,"Clear, Few clouds, Partly cloudy",2013,5,0,0,0.709583333,0.670588889,0.797865169,0.094094382,9,21,30
06/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,18,0,0.460416667,0.466722222,1.006741573,0.285847191,17,287,304
30/09/14,"Clear, Few clouds, Partly cloudy",2014,9,4,0,0.466666667,0.4645,0.674494382,0.100835955,1,7,8
18/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,0,0,0.45,0.447177778,0.942247191,0.139917978,0,19,19
15/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,9,0,0.65125,0.619433333,0.737865169,0.362694382,23,186,209
08/05/13,"Clear, Few clouds, Partly cloudy",2013,5,3,0,0.462083333,0.458944444,0.727865169,0.0896,10,22,32
15/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,12,0,0.66875,0.633977778,0.692247191,0.299623596,31,148,179
26/06/14,"Clear, Few clouds, Partly cloudy",2014,6,18,0,0.72625,0.664833333,0.287865169,0.359323596,105,719,824
24/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,14,0,0.66625,0.621755556,0.742247191,0.145535955,164,227,391
29/03/14,"Clear, Few clouds, Partly cloudy",2014,3,5,0,0.510416667,0.499244444,0.461235955,0.230641573,2,30,32
13/02/13,"Clear, Few clouds, Partly cloudy",2013,2,17,0,0.42625,0.426422222,0.288988764,0.337388764,30,96,126
16/03/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,3,16,0,0.480416667,0.475811111,0.77,0.001123596,18,111,129
30/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,22,0,0.52375,0.506666667,0.558988764,0.1642,11,123,134
23/08/14,"Clear, Few clouds, Partly cloudy",2014,8,18,0,0.749583333,0.678366667,0.48,0.232888764,130,811,941
11/09/13,"Clear, Few clouds, Partly cloudy",2013,9,21,0,0.650833333,0.617766667,0.701235955,0,45,115,160
07/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,9,0,0.725416667,0.667255556,0.588988764,0.235135955,27,191,218
11/07/13,"Clear, Few clouds, Partly cloudy",2013,7,3,0,0.681666667,0.6514,0.657865169,0.167570787,2,8,10
26/01/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,1,17,0,0.201666667,0.186244444,0.934494382,0.36831236,0,27,27
16/03/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,3,15,0,0.461666667,0.4645,0.821123596,0.111241573,19,89,108
07/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,23,0,0.19125,0.208111111,0.512247191,0.168694382,1,14,15
25/08/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,8,15,0,0.7525,0.702555556,0.707865169,0.003370787,28,104,132
04/12/13,"Clear, Few clouds, Partly cloudy",2013,12,18,0,0.392083333,0.406677778,0.714494382,0.008988764,10,162,172
23/08/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,8,9,0,0.66875,0.630644444,0.45011236,0,34,192,226
11/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,17,0,0.165,0.165944444,0.87011236,0.230641573,6,130,136
17/11/13,"Clear, Few clouds, Partly cloudy",2013,11,16,0,0.320416667,0.296233333,0.395617978,0.42801236,8,187,195
15/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,20,1,0.40875,0.424655556,0.767865169,0.331770787,26,92,118
10/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,9,0,0.409583333,0.422988889,0.001123596,0.232888764,1,24,25
03/09/14,"Clear, Few clouds, Partly cloudy",2014,9,14,1,0.74125,0.703111111,0.7,0.2985,163,350,513
28/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,15,0,0.623333333,0.624533333,0.414494382,0.306365169,47,152,199
22/06/13,"Clear, Few clouds, Partly cloudy",2013,6,11,0,0.742083333,0.697555556,0.703370787,0.169817978,37,108,145
30/11/13,"Clear, Few clouds, Partly cloudy",2013,11,22,0,0.302916667,0.276588889,0.566741573,0.304117978,5,83,88
07/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,23,0,0.62875,0.5605,0.947865169,0.202988764,3,22,25
29/03/14,"Clear, Few clouds, Partly cloudy",2014,3,7,0,0.467083333,0.460611111,0.517865169,0.363817978,14,353,367
15/06/14,"Clear, Few clouds, Partly cloudy",2014,6,3,0,0.561666667,0.541411111,0.837865169,0.168694382,2,4,6
07/02/13,"Clear, Few clouds, Partly cloudy",2013,2,21,0,0.325416667,0.361833333,0.706741573,0.008988764,3,76,79
01/03/13,"Clear, Few clouds, Partly cloudy",2013,3,4,0,0.227083333,0.228211111,0.692247191,0.259317978,0,1,1
30/08/14,"Clear, Few clouds, Partly cloudy",2014,8,17,0,0.83,0.733411111,0.343370787,0.235135955,93,751,844
24/01/14,"Clear, Few clouds, Partly cloudy",2014,1,22,0,0.33125,0.356833333,0.811123596,0,14,112,126
17/04/13,"Clear, Few clouds, Partly cloudy",2013,4,16,0,0.54875,0.516866667,0.306741573,0.363817978,161,182,343
12/09/14,"Clear, Few clouds, Partly cloudy",2014,9,0,0,0.52375,0.503888889,0.725617978,0.111241573,8,42,50
19/03/13,"Clear, Few clouds, Partly cloudy",2013,3,19,0,0.444166667,0.452733333,0.337865169,0.292588764,38,116,154
12/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,19,0,0.425,0.430311111,0.721235955,0.168694382,17,314,331
08/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,18,0,0.7875,0.731188889,0.553370787,0.166447191,117,746,863
25/03/13,"Clear, Few clouds, Partly cloudy",2013,3,14,0,0.364166667,0.346077778,0.328988764,0.331770787,30,104,134
12/05/14,"Clear, Few clouds, Partly cloudy",2014,5,11,0,0.63,0.625644444,0.418988764,0.092970787,157,365,522
23/06/13,"Clear, Few clouds, Partly cloudy",2013,6,21,0,0.703333333,0.682255556,0.744494382,0.196247191,46,189,235
21/07/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,7,15,0,0.60375,0.548277778,0.886741573,0.258194382,148,232,380
22/10/13,"Clear, Few clouds, Partly cloudy",2013,10,9,0,0.428333333,0.436977778,0.671123596,0.094094382,47,122,169
27/11/13,"Clear, Few clouds, Partly cloudy",2013,11,12,0,0.54125,0.515755556,0.564494382,0.2836,63,194,257
29/06/13,"Clear, Few clouds, Partly cloudy",2013,6,13,0,0.811666667,0.702555556,0.318988764,0.332894382,45,186,231
22/05/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,5,5,0,0.565416667,0.540855556,0.89011236,0.198494382,0,17,17
18/05/14,"Clear, Few clouds, Partly cloudy",2014,5,22,0,0.571666667,0.542522222,0.525617978,0.337388764,57,194,251
08/02/13,"Clear, Few clouds, Partly cloudy",2013,2,15,0,0.229583333,0.206444444,0.352247191,0.394841573,6,46,52
25/02/13,"Clear, Few clouds, Partly cloudy",2013,2,19,0,0.300416667,0.283255556,0.526741573,0.453417978,4,87,91
15/04/14,"Clear, Few clouds, Partly cloudy",2014,4,12,0,0.650416667,0.624533333,0.443370787,0.288094382,275,360,635
18/11/13,"Clear, Few clouds, Partly cloudy",2013,11,9,0,0.2625,0.262044444,0.42011236,0.196247191,6,207,213
26/03/14,"Clear, Few clouds, Partly cloudy",2014,3,10,0,0.504583333,0.500911111,0.366741573,0.593335955,55,99,154
05/04/13,"Clear, Few clouds, Partly cloudy",2013,4,23,0,0.309583333,0.300677778,0.491123596,0.284723596,3,24,27
06/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,8,0,0.50125,0.495355556,0.888988764,0.141041573,23,91,114
04/02/13,"Clear, Few clouds, Partly cloudy",2013,2,8,0,0.143333333,0.159277778,0.746741573,0.143288764,3,218,221
09/05/13,"Clear, Few clouds, Partly cloudy",2013,5,9,0,0.548333333,0.524088889,0.571235955,0.1642,36,142,178
12/10/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,10,1,0,0.56125,0.536411111,0.833370787,0.138794382,2,9,11
28/11/13,"Clear, Few clouds, Partly cloudy",2013,11,16,0,0.563333333,0.545855556,0.608988764,0.195123596,24,241,265
31/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,20,0,0.29125,0.2626,0.938988764,0.29371236,6,80,86
30/06/14,"Clear, Few clouds, Partly cloudy",2014,6,19,0,0.851666667,0.769822222,0.448988764,0.264935955,134,241,375
09/11/13,"Clear, Few clouds, Partly cloudy",2013,11,0,0,0.36625,0.382688889,0.876741573,0.01011236,0,14,14
18/03/13,"Clear, Few clouds, Partly cloudy",2013,3,6,0,0.407916667,0.424655556,0.667865169,0.195123596,1,36,37
30/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,20,0,0.268333333,0.284366667,0.652247191,0.107870787,3,30,33
26/06/14,"Clear, Few clouds, Partly cloudy",2014,6,11,0,0.644166667,0.636755556,0.363370787,0.424641573,46,189,235
14/07/13,"Clear, Few clouds, Partly cloudy",2013,7,3,0,0.62875,0.625088889,0.58011236,0.30861236,1,5,6
25/05/13,"Clear, Few clouds, Partly cloudy",2013,5,15,0,0.760833333,0.711444444,0.525617978,0.262688764,37,146,183
12/08/13,"Clear, Few clouds, Partly cloudy",2013,8,7,0,0.647916667,0.621755556,0.451235955,0.172065169,17,247,264
14/12/14,"Clear, Few clouds, Partly cloudy",2014,12,1,0,0.222083333,0.258155556,0.696741573,0.092970787,0,26,26
01/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,4,0,0.24625,0.233966667,0.93,0.262688764,0,4,4
04/04/14,"Clear, Few clouds, Partly cloudy",2014,4,3,0,0.447083333,0.442733333,0.587865169,0.100835955,0,3,3
31/08/13,"Clear, Few clouds, Partly cloudy",2013,8,22,0,0.642083333,0.614988889,0.691123596,0.002247191,20,137,157
28/11/14,"Clear, Few clouds, Partly cloudy",2014,11,14,0,0.370833333,0.333855556,0.404494382,0.30861236,15,162,177
28/03/14,"Clear, Few clouds, Partly cloudy",2014,3,7,0,0.363333333,0.343855556,0.465617978,0.339635955,10,349,359
11/08/13,"Clear, Few clouds, Partly cloudy",2013,8,20,0,0.729166667,0.667611111,0.375617978,0.135423596,56,233,289
07/01/14,"Clear, Few clouds, Partly cloudy",2014,1,15,0,0.58375,0.558277778,0.372247191,0.309735955,132,318,450
27/04/14,"Clear, Few clouds, Partly cloudy",2014,4,1,0,0.511666667,0.491466667,0.59,0.452294382,3,32,35
23/10/14,"Clear, Few clouds, Partly cloudy",2014,10,22,0,0.565833333,0.541411111,0.682247191,0.106747191,20,174,194
13/11/13,"Clear, Few clouds, Partly cloudy",2013,11,6,0,0.342083333,0.3483,0.662247191,0.138794382,5,19,24
14/04/13,"Clear, Few clouds, Partly cloudy",2013,4,6,0,0.347083333,0.365166667,0.765617978,0.111241573,4,66,70
07/08/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,8,3,0,0.710833333,0.678366667,0.845617978,0.143288764,9,23,32
02/02/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,2,5,0,0.405,0.418544444,0.826741573,0.006741573,0,19,19
10/05/13,"Clear, Few clouds, Partly cloudy",2013,5,0,0,0.491666667,0.473588889,0.63,0.007865169,6,12,18
05/03/14,"Clear, Few clouds, Partly cloudy",2014,3,2,0,0.244583333,0.254066667,0.481123596,0.141041573,1,4,5
19/07/14,"Clear, Few clouds, Partly cloudy",2014,7,2,0,0.721666667,0.690688889,0.707865169,0.205235955,0,7,7
15/10/13,"Clear, Few clouds, Partly cloudy",2013,10,8,0,0.462916667,0.462833333,0.591123596,0.284723596,24,101,125
15/09/14,"Clear, Few clouds, Partly cloudy",2014,9,13,0,0.685833333,0.647511111,0.365617978,0.202988764,327,377,704
24/07/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,7,23,0,0.767916667,0.728411111,0.708988764,0.091847191,13,38,51
03/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,8,1,0.700416667,0.675588889,0.84,0.115735955,36,91,127
22/10/14,"Clear, Few clouds, Partly cloudy",2014,10,9,0,0.465416667,0.457833333,0.641235955,0.098588764,25,335,360
14/02/13,"Clear, Few clouds, Partly cloudy",2013,2,2,0,0.362083333,0.343855556,0.41011236,0.307488764,0,2,2
31/12/14,"Clear, Few clouds, Partly cloudy",2014,12,7,0,0.169166667,0.195133333,0.646741573,0.139917978,2,83,85
25/08/14,"Clear, Few clouds, Partly cloudy",2014,8,3,0,0.663333333,0.624533333,0.70011236,0.100835955,7,31,38
17/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,7,0,0.345,0.330422222,0.621235955,0.294835955,4,164,168
01/10/13,"Clear, Few clouds, Partly cloudy",2013,10,0,0,0.500833333,0.500911111,0.641235955,0.391470787,24,107,131
10/11/14,"Clear, Few clouds, Partly cloudy",2014,11,12,0,0.48375,0.4747,0.48,0.005617978,258,348,606
06/07/14,"Clear, Few clouds, Partly cloudy",2014,7,12,0,0.889166667,0.765933333,0.285617978,0.107870787,111,220,331
28/06/14,"Clear, Few clouds, Partly cloudy",2014,6,13,0,0.87,0.754066667,0.271235955,0.228394382,31,206,237
14/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,11,0,0.548333333,0.531866667,0.601123596,0.290341573,22,106,128
15/08/14,"Clear, Few clouds, Partly cloudy",2014,8,2,0,0.689166667,0.647511111,0.652247191,0.007865169,1,8,9
25/06/13,"Clear, Few clouds, Partly cloudy",2013,6,6,0,0.641666667,0.625644444,0.572247191,0.231765169,12,18,30
28/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,11,0,0.381666667,0.396122222,0.41011236,0.108994382,96,262,358
01/08/14,"Clear, Few clouds, Partly cloudy",2014,8,21,0,0.732083333,0.683466667,0.708988764,0.137670787,36,285,321
03/08/14,"Clear, Few clouds, Partly cloudy",2014,8,6,0,0.67,0.619988889,0.833370787,0.230641573,5,158,163
03/02/14,"Clear, Few clouds, Partly cloudy",2014,2,11,0,0.325833333,0.309666667,0.538988764,0.304117978,15,150,165
11/09/13,"Clear, Few clouds, Partly cloudy",2013,9,10,0,0.709166667,0.659833333,0.661235955,0.004494382,120,215,335
09/03/14,"Clear, Few clouds, Partly cloudy",2014,3,23,0,0.331666667,0.309666667,0.331123596,0.309735955,9,78,87
05/10/14,"Clear, Few clouds, Partly cloudy",2014,10,20,0,0.605,0.582466667,0.783370787,0.141041573,66,307,373
22/12/13,"Clear, Few clouds, Partly cloudy",2013,12,1,0,0.4425,0.453844444,0.95011236,0.090723596,0,16,16
29/05/14,"Clear, Few clouds, Partly cloudy",2014,5,4,0,0.67,0.610544444,0.791235955,0.230641573,0,6,6
07/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,12,0,0.340416667,0.341077778,0.712247191,0.197370787,36,204,240
07/12/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,12,19,0,0.352083333,0.288455556,0.871123596,0.648541573,2,31,33
09/03/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,3,1,0,0.572083333,0.531411111,0.524494382,0.494747191,4,23,27
18/03/14,"Clear, Few clouds, Partly cloudy",2014,3,20,0,0.529166667,0.516111111,0.77,0.14441236,59,140,199
22/07/13,"Clear, Few clouds, Partly cloudy",2013,7,2,0,0.791666667,0.811888889,0.795617978,0.1343,0,14,14
16/09/13,"Clear, Few clouds, Partly cloudy",2013,9,5,0,0.381666667,0.402788889,0.76,0.196247191,2,31,33
10/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,13,0,0.425833333,0.428644444,0.008988764,0.2239,1,12,13
14/07/14,"Clear, Few clouds, Partly cloudy",2014,7,22,0,0.709166667,0.672255556,0.792247191,0.199617978,65,161,226
21/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,23,0,0.466666667,0.471166667,0.821123596,0.29371236,18,74,92
17/04/13,"Clear, Few clouds, Partly cloudy",2013,4,7,0,0.367083333,0.346077778,0.51011236,0.369435955,2,15,17
23/08/14,"Clear, Few clouds, Partly cloudy",2014,8,0,0,0.6525,0.604788889,0.782247191,0.006741573,9,52,61
21/10/13,"Clear, Few clouds, Partly cloudy",2013,10,13,0,0.484583333,0.475811111,0.48,0.329523596,43,164,207
17/10/13,"Clear, Few clouds, Partly cloudy",2013,10,17,0,0.5725,0.534744444,0.643370787,0.141041573,80,540,620
18/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,5,0,0.40125,0.411322222,0.95011236,0.113488764,0,6,6
17/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,13,1,0.1875,0.208666667,0.477865169,0.14441236,13,80,93
03/02/13,"Clear, Few clouds, Partly cloudy",2013,2,18,0,0.21125,0.214322222,0.41011236,0.168694382,2,145,147
17/04/14,"Clear, Few clouds, Partly cloudy",2014,4,19,0,0.6025,0.618322222,0.265617978,0.261565169,73,465,538
18/09/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,9,15,0,0.600416667,0.552166667,0.883370787,0.26381236,1,35,36
31/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,13,0,0.16125,0.243966667,0.59,0.001123596,2,52,54
28/10/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,10,19,0,0.424166667,0.426422222,0.94,0.364941573,7,47,54
10/02/14,"Clear, Few clouds, Partly cloudy",2014,2,7,0,0.207916667,0.225988889,0.596741573,0.169817978,5,225,230
03/04/14,"Clear, Few clouds, Partly cloudy",2014,4,11,0,0.481666667,0.470811111,0.236741573,0.001123596,91,167,258
25/07/14,"Clear, Few clouds, Partly cloudy",2014,7,10,0,0.742083333,0.660944444,0.373370787,0.002247191,68,164,232
25/02/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,2,8,0,0.361666667,0.364611111,0.937865169,0.138794382,3,70,73
27/03/13,"Clear, Few clouds, Partly cloudy",2013,3,8,0,0.202083333,0.211444444,0.695617978,0.225023596,6,9,15
11/02/13,"Clear, Few clouds, Partly cloudy",2013,2,14,0,0.304166667,0.304566667,0.267865169,0.254823596,17,67,84
16/10/13,"Clear, Few clouds, Partly cloudy",2013,10,17,0,0.581666667,0.559388889,0.49,0.473935955,152,254,406
18/10/14,"Clear, Few clouds, Partly cloudy",2014,10,6,0,0.444166667,0.443288889,0.881123596,0.2985,3,150,153
16/01/14,"Clear, Few clouds, Partly cloudy",2014,1,1,1,0.149166667,0.173366667,0.43,0.11461236,2,18,20
21/07/13,"Clear, Few clouds, Partly cloudy",2013,7,16,0,0.925416667,0.926977778,0.481123596,0.285847191,43,167,210
29/04/14,"Clear, Few clouds, Partly cloudy",2014,4,9,0,0.403333333,0.411877778,0.711123596,0.143288764,52,134,186
13/12/14,"Clear, Few clouds, Partly cloudy",2014,12,14,0,0.370416667,0.362944444,0.345617978,0.173188764,31,211,242
07/03/14,"Clear, Few clouds, Partly cloudy",2014,3,8,0,0.2875,0.259266667,0.618988764,0.309735955,12,554,566
23/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,20,0,0.272083333,0.267044444,1.001123596,0.173188764,8,161,169
21/02/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,2,22,1,0.204583333,0.172255556,0.76011236,0.419023596,0,12,12
